folder_title;parent_title;foldertype;parentqueueSize;parentdiscardOldest;parentsamplingInterval;title;devpropname;r;calc;w;calc_out;chan;dataType;accessLevel;objectId;did;prop;cslink;csdid;csprop;;ChosePLC
;Damper1;;;;;bClose;bClose;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper1.bClose";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper1";d1039;bClose;;;;;
;Damper1;;;;;bOpen;bOpen;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper1.bOpen";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper1";d1039;bOpen;;;;;
;Damper1;;;;;bOpenManual;bOpenManual;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper1.bOpenManual";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper1";d1039;bOpenManual;;;;;
;Damper1;;;;;bCloseManual;bCloseManual;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper1.bCloseManual";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper1";d1039;bCloseManual;;;;;
;Damper1;;;;;bAuto;bAuto;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper1.bAuto";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper1";d1039;bAuto;;;;;
;Damper1;;;;;bBlockOpenOut;bBlockOpenOut;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper1.bBlockOpenOut";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper1";d1039;bBlockOpenOut;;;;;
;Damper1;;;;;bBlockCloseOut;bBlockCloseOut;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper1.bBlockCloseOut";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper1";d1039;bBlockCloseOut;;;;;
;Damper1;;;;;State;State;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper1.State";String;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper1";d1039;State;;;;;
fPosition;Damper1;;;;;;;;;;;;;;;;;;;;d0003;
;fPosition;;;;;fNormValue;fNormValue;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper1.fPosition.fNormValue";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper1.fPosition";d0003;fNormValue;;;;;
;fPosition;;;;;fInValue;fInValue;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper1.fPosition.fInValue";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper1.fPosition";d0003;fInValue;;;;;
;fPosition;;;;;fNormL;fNormL;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Air_Damper1_fPosition.fNormL";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Air_Damper1_fPosition";d0003;fNormL;;;;;
;fPosition;;;;;fNormH;fNormH;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Air_Damper1_fPosition.fNormH";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Air_Damper1_fPosition";d0003;fNormH;;;;;
;fPosition;;;;;fTFilter;fTFilter;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Air_Damper1_fPosition.fTFilter";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Air_Damper1_fPosition";d0003;fTFilter;;;;;
Damper2;Air;;;;;;;;;;;;;;;;;;;;d0154;
;Damper2;;;;;bH;bH;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2.bH";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2";d0154;bH;;;;;
;Damper2;;;;;bL;bL;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2.bL";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2";d0154;bL;;;;;
;Damper2;;;;;bClose;bClose;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2.bClose";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2";d0154;bClose;;;;;
;Damper2;;;;;bOpen;bOpen;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2.bOpen";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2";d0154;bOpen;;;;;
;Damper2;;;;;bOpenManual;bOpenManual;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2.bOpenManual";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2";d0154;bOpenManual;;;;;
;Damper2;;;;;bCloseManual;bCloseManual;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2.bCloseManual";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2";d0154;bCloseManual;;;;;
;Damper2;;;;;bAuto;bAuto;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2.bAuto";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2";d0154;bAuto;;;;;
;Damper2;;;;;bBlockOpenOut;bBlockOpenOut;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2.bBlockOpenOut";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2";d0154;bBlockOpenOut;;;;;
;Damper2;;;;;bBlockCloseOut;bBlockCloseOut;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2.bBlockCloseOut";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2";d0154;bBlockCloseOut;;;;;
;Damper2;;;;;State;State;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2.State";String;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2";d0154;State;;;;;
fPosition;Damper2;;;;;;;;;;;;;;;;;;;;d0004;
;fPosition;;;;;fNormValue;fNormValue;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2.fPosition.fNormValue";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2.fPosition";d0004;fNormValue;;;;;
;fPosition;;;;;fInValue;fInValue;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2.fPosition.fInValue";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Damper2.fPosition";d0004;fInValue;;;;;
;fPosition;;;;;fNormL;fNormL;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Air_Damper2_fPosition.fNormL";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Air_Damper2_fPosition";d0004;fNormL;;;;;
;fPosition;;;;;fNormH;fNormH;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Air_Damper2_fPosition.fNormH";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Air_Damper2_fPosition";d0004;fNormH;;;;;
;fPosition;;;;;fTFilter;fTFilter;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Air_Damper2_fPosition.fTFilter";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Air_Damper2_fPosition";d0004;fTFilter;;;;;
_T;Air;;;;;;;;;;;;;;;;;;;;d0026;
;_T;;;;;fNormValue;fNormValue;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air._T.fNormValue";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air._T";d0026;fNormValue;;;;;
;_T;;;;;bSimulation;bSimulation;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air._T.bSimulation";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air._T";d0026;bSimulation;;;;;
;_T;;;;;fSimulValue;fSimulValue;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air._T.fSimulValue";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air._T";d0026;fSimulValue;;;;;
_P;Air;;;;;;;;;;;;;;;;;;;;d1171;
;_P;;;;;fNormValue;fNormValue;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air._P.fNormValue";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air._P";d1171;fNormValue;;;;;
;_P;;;;;fInValue;fInValue;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air._P.fInValue";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air._P";d1171;fInValue;;;;;
;_P;;;;;fNormL;fNormL;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Air_fP.fNormL";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Air_fP";d1171;fNormL;;;;;
;_P;;;;;fNormH;fNormH;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Air_fP.fNormH";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Air_fP";d1171;fNormH;;;;;
;_P;;;;;fTFilter;fTFilter;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Air_fP.fTFilter";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Air_fP";d1171;fTFilter;;;;;
;_P;;;;;bSimulation;bSimulation;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air._P.bSimulation";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air._P";d1171;bSimulation;;;;;
;_P;;;;;fSimulValue;fSimulValue;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air._P.fSimulValue";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air._P";d1171;fSimulValue;;;;;
Fan1;Air;;;;;;;;;;;;;;;;;;;;d1038;
;Fan1;;;;;bTurnedOn;bTurnedOn;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Fan1.bTurnedOn";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Fan1";d1038;bTurnedOn;;;;;
;Fan1;;;;;bStart;bStart;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Fan1.bStart";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Fan1";d1038;bStart;;;;;
;Fan1;;;;;bOffManual;bOffManual;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Fan1.bOffManual";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Fan1";d1038;bOffManual;;;;;
;Fan1;;;;;bBlockOffOut;bBlockOffOut;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Fan1.bBlockOffOut";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Fan1";d1038;bBlockOffOut;;;;;
;Fan1;;;;;bAuto;bAuto;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Fan1.bAuto";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Fan1";d1038;bAuto;;;;;
;Fan1;;;;;bBlockOnOut;bBlockOnOut;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Fan1.bBlockOnOut";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Fan1";d1038;bBlockOnOut;;;;;
;Fan1;;;;;bTurnedOff;bTurnedOff;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Fan1.bTurnedOff";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Fan1";d1038;bTurnedOff;;;;;
;Fan1;;;;;bOnManual;bOnManual;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Fan1.bOnManual";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Fan1";d1038;bOnManual;;;;;
;Fan1;;;;;bErrorCantControl;bErrorCantControl;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Fan1.bErrorCantControl";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Air.Fan1";d1038;bErrorCantControl;;;;;
Fan2;Air;;;;;;;;;;;;;;;;;;;;d0152;
